created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2026-09-01T13:16:07+00:00,38,72,1021,24.80,53.00,,,,
2026-09-01T13:16:23+00:00,39,63,1021,24.80,53.00,,,,
2026-09-01T13:16:39+00:00,40,60,1021,24.80,53.00,,,,
2026-09-01T13:16:55+00:00,41,55,1021,24.80,53.00,,,,
2026-09-01T13:17:10+00:00,42,50,1021,24.80,53.00,,,,
2026-09-01T13:17:26+00:00,43,47,1021,24.80,53.00,,,,
2026-09-01T13:17:42+00:00,44,46,1021,24.80,53.00,,,,
2026-09-01T13:17:57+00:00,45,45,1021,24.80,54.00,,,,
2026-09-01T13:18:13+00:00,46,43,1021,24.80,54.00,,,,
2026-09-01T13:18:28+00:00,47,42,1021,25.30,53.00,,,,
2026-09-01T13:18:44+00:00,48,41,1021,25.30,53.00,,,,
2026-09-01T13:19:00+00:00,49,41,1021,25.30,53.00,,,,
2026-09-01T13:19:15+00:00,50,41,1021,25.30,53.00,,,,
2026-09-01T13:19:31+00:00,51,40,1021,25.30,53.00,,,,
2026-09-01T13:19:46+00:00,52,39,1021,25.00,53.00,,,,
2026-09-01T13:20:02+00:00,53,38,1021,24.80,53.00,,,,
2026-09-01T13:20:18+00:00,54,38,1021,24.80,53.00,,,,
2026-09-01T13:20:34+00:00,55,37,1021,24.90,53.00,,,,
2026-09-01T13:20:50+00:00,56,37,1021,24.80,53.00,,,,
2026-09-01T13:21:05+00:00,57,37,1021,24.80,53.00,,,,
